DOY_TIME;Year;DOY;Time;TIME_DEC;P;FCO2_final_op;Rnet;CO2;H2O;Air_T;Mean_U;RhoCp
6.43;2000;6;1030;10.5;101.216;-0.09301;-12.03479;752.99;1.84;-26.53;6.315279943;1300
6.46;2000;6;1100;11;101.22867;-0.09306;-1.10748;752.99;1.84;-26.55;6.529144887;1300
6.47;2000;6;1130;11.5;101.21133;-0.09312;-0.61725;752.99;1.84;-26.32;7.01579792;1300
6.50;2000;6;1200;12;101.201;-0.09317;-8.6918;752.99;1.84;-26.27;6.843581193;1300
6.51;2000;6;1230;12.5;101.20933;-0.09323;-9.83906;752.99;1.84;-26.36;7.049009387;1300
6.54;2000;6;1300;13;101.18033;-0.09329;0.51773;752.99;1.84;-26.14;7.6320825;1300
6.55;2000;6;1330;13.5;101.14633;-0.09335;4.38292;752.99;1.84;-25.92;7.864561807;1300
6.58;2000;6;1400;14;101.131;-0.09341;3.17069;752.99;1.84;-25.71;8.064633307;1300
6.60;2000;6;1430;14.5;101.15;-0.09347;2.94733;752.99;1.84;-25.55;7.221761807;1300
6.63;2000;6;1500;15;101.153;-0.21269;-27.85234;752.99;1.84;-26.08;5.216975793;1300
6.64;2000;6;1530;15.5;101.135;-0.0047;-46.68172;752.99;1.84;-27.18;5.378961313;1300
6.67;2000;6;1600;16;101.12133;0.23024;-33.1271;752.99;1.84;-27.88;5.515234913;1300
6.68;2000;6;1630;16.5;101.11567;-0.09373;-20.58703;752.99;1.84;-27.74;5.5637128;1300
6.71;2000;6;1700;17;101.12067;-0.17257;-28.39166;752.99;1.84;-27.56;5.409414043;1300
6.72;2000;6;1730;17.5;101.10833;0.23024;-33.55988;752.99;1.84;-27.74;4.796745213;1300
6.75;2000;6;1800;18;101.10467;0.23024;-36.79465;752.99;1.84;-27.8;4.50188763;1300
6.76;2000;6;1830;18.5;101.102;-0.05326;-39.90031;752.99;1.84;-28.04;4.75450795;1300
6.79;2000;6;1900;19;101.09867;-0.05326;-40.18368;752.99;1.84;-28.23;4.93883085;1300
6.80;2000;6;1930;19.5;101.09833;-0.05265;-38.17627;752.99;1.84;-28.16;4.8923082;1300
6.83;2000;6;2000;20;101.08933;-0.03555;-43.13595;752.99;1.84;-28.35;5.000405707;1300
6.85;2000;6;2030;20.5;101.08;-0.0047;-45.05149;752.99;1.84;-28.66;4.678121937;1300
6.88;2000;6;2100;21;101.09533;-0.02637;-37.44286;752.99;1.84;-28.85;4.349570787;1300
6.89;2000;6;2130;21.5;101.10567;-0.02637;-45.34238;752.99;1.84;-28.96;4.0666316;1300
6.92;2000;6;2200;22;101.11367;-0.10441;-50.34977;752.99;1.84;-29.53;4.638777113;1300
6.93;2000;6;2230;22.5;101.12667;-0.11904;-50.58028;752.99;1.84;-29.89;4.462703507;1300
6.96;2000;6;2300;23;101.114;-0.11904;-49.65528;752.99;1.84;-30.06;4.201887407;1300
6.97;2000;6;2330;23.5;101.12;-0.11904;-48.24996;752.99;1.84;-30.34;3.729027657;1300
7.00;2000;7;0;0;101.11467;0.02259;-43.39774;752.99;1.84;-30.78;4.68267505;1300
7.01;2000;7;30;0.5;101.11;-0.28255;-45.19401;752.99;1.84;-30.96;4.999441507;1300
7.04;2000;7;100;1;101.12833;0.02259;-47.94999;752.99;1.84;-30.75;4.4246712;1300
7.05;2000;7;130;1.5;101.14267;-0.25921;-49.12273;752.99;1.84;-30.83;3.161863843;1300
7.08;2000;7;200;2;101.136;-0.28245;-46.72712;752.99;1.84;-31.29;3.819126843;1300
7.10;2000;7;230;2.5;101.145;-0.28245;-47.43706;752.99;1.84;-31.58;3.307350937;1300
7.13;2000;7;300;3;101.132;-0.28255;-45.95001;752.99;1.84;-31.71;2.971487857;1300
7.14;2000;7;330;3.5;101.116;-0.27431;-41.66858;752.99;1.84;-31.97;2.36570245;1300
7.17;2000;7;400;4;101.10267;-1.4091;-38.77617;752.99;1.84;-32.13;2.5738893;1300
7.18;2000;7;430;4.5;101.10267;0.36702;-33.31865;752.99;1.84;-32.08;2.600619093;1300
7.21;2000;7;500;5;101.09833;0.36702;-32.66066;752.99;1.84;-31.78;2.0986994;1300
7.22;2000;7;530;5.5;101.08767;-0.27431;-41.38855;752.99;1.84;-31.69;2.59984235;1300
7.25;2000;7;600;6;101.096;-0.26935;-43.13708;752.99;1.84;-31.55;1.776147743;1300
7.26;2000;7;630;6.5;101.092;-0.28844;-40.56438;752.99;1.84;-32.03;1.8414187;1300
7.29;2000;7;700;7;101.08167;-0.22163;-38.31011;752.99;1.84;-32.33;2.152962407;1300
7.30;2000;7;730;7.5;101.063;-0.03136;-30.79809;752.99;1.84;-32.57;1.885316557;1300
7.33;2000;7;800;8;101.05967;-0.09669;-21.00127;752.99;1.84;-32.52;2.13847265;1300
7.35;2000;7;830;8.5;101.062;-0.09683;-19.60987;752.99;1.84;-31.77;1.7128587;1300
7.38;2000;7;900;9;101.061;0.13959;-29.44835;752.99;1.84;-31.59;1.782816793;1300
7.39;2000;7;930;9.5;101.06033;0.15861;-36.97065;752.99;1.84;-31.92;1.758926007;1300
7.42;2000;7;1000;10;101.07167;-0.28844;-39.54225;752.99;1.84;-31.52;1.950667943;1300
7.43;2000;7;1030;10.5;101.06767;0.21035;-35.35991;752.99;1.84;-32.38;2.268371843;1300
7.46;2000;7;1100;11;101.07967;-0.10934;-24.19919;752.99;1.84;-32.99;1.947346757;1300
7.47;2000;7;1130;11.5;101.07433;-0.09774;-17.71999;752.99;1.84;-32.87;1.772049893;1300
7.50;2000;7;1200;12;101.06633;0.15861;-36.15039;752.99;1.84;-32.9;1.85033755;1300
7.51;2000;7;1230;12.5;101.069;-0.28842;-39.45239;752.99;1.84;-33.26;1.65476565;1300
7.54;2000;7;1300;13;101.066;0.21035;-35.24791;752.99;1.84;-33.62;1.52363445;1300
7.55;2000;7;1330;13.5;101.06867;0.07719;-31.63772;752.99;1.84;-34.1;1.4785581;1300
7.58;2000;7;1400;14;101.06633;0.16861;-34.61462;752.99;1.84;-34.29;1.277013543;1300
7.60;2000;7;1430;14.5;101.04733;0.15861;-36.93114;752.99;1.84;-34.29;1.48120965;1300
7.63;2000;7;1500;15;101.036;-0.22163;-37.15139;752.99;1.84;-34.25;2.27394275;1300
7.64;2000;7;1530;15.5;101.02133;-0.28842;-39.33141;752.99;1.84;-34.39;2.0157782;1300
7.67;2000;7;1600;16;101.004;-1.4091;-39.05797;752.99;1.84;-34.83;1.790503557;1300
7.68;2000;7;1630;16.5;101.00067;-0.22163;-38.40982;752.99;1.84;-34.97;1.057497343;1300
7.71;2000;7;1700;17;100.98633;-0.0413;-34.47791;752.99;1.84;-34.97;0.6406683;1300
7.72;2000;7;1730;17.5;100.98167;-0.0643;-28.83101;752.99;1.84;-34.73;0.70261815;1300
7.75;2000;7;1800;18;100.96733;-0.12446;-25.59644;752.99;1.84;-34.71;0.849631869;1300
7.76;2000;7;1830;18.5;100.95733;-0.00377;-31.96354;752.99;1.84;-34.58;1.001573743;1300
7.79;2000;7;1900;19;100.96433;-0.12597;-25.69713;752.99;1.84;-34.53;1.361595257;1300
7.80;2000;7;1930;19.5;100.96867;-0.10122;-21.37482;752.99;1.84;-34.7;1.182495107;1300
7.83;2000;7;2000;20;100.94567;0.13959;-29.3227;752.99;1.84;-34.86;0.824482311;1300
7.85;2000;7;2030;20.5;100.931;-0.22164;-28.23252;752.99;1.84;-34.52;0.637266819;1300
7.88;2000;7;2100;21;100.92833;-0.12939;-24.65302;752.99;1.84;-34.44;0.399350461;1300
7.89;2000;7;2130;21.5;100.934;-0.13034;-25.35935;752.99;1.84;-34.33;1.114786893;1300
7.92;2000;7;2200;22;100.93667;-0.15423;-26.63738;752.99;1.84;-34.27;1.080209557;1300
7.93;2000;7;2230;22.5;100.908;-0.14302;-26.26541;752.99;1.84;-34.39;0.9244645;1300
7.96;2000;7;2300;23;100.90433;-0.14439;-26.28442;752.99;1.84;-33.94;0.4004218;1300
7.97;2000;7;2330;23.5;100.89567;-0.1346;-24.80536;752.99;1.84;-33.87;0.634454569;1300
8.00;2000;8;0;0;100.89567;-0.10434;-22.6382;752.99;1.84;-33.91;0.723937697;1300
8.01;2000;8;30;0.5;100.895;-0.16336;-26.63718;752.99;1.84;-33.77;0.817170477;1300
8.04;2000;8;100;1;100.896;-0.11651;-24.11491;752.99;1.84;-33.79;0.75870245;1300
8.05;2000;8;130;1.5;100.87833;-0.07562;-21.80512;752.99;1.84;-33.64;0.572183311;1300
8.08;2000;8;200;2;100.85633;-0.09551;-28.47262;752.99;1.84;-33.94;0.509135342;1300
8.10;2000;8;230;2.5;100.82667;-0.11537;-25.75336;752.99;1.84;-34.73;0.802466411;1300
8.13;2000;8;300;3;100.811;-0.10219;-23.69257;752.99;1.84;-34.97;1.115751093;1300
8.14;2000;8;330;3.5;100.79433;-0.04682;-29.30075;752.99;1.84;-33.99;2.110698307;1300
8.17;2000;8;400;4;100.80267;-0.25181;-28.17793;752.99;1.84;-34.86;2.879406757;1300
8.18;2000;8;430;4.5;100.788;-0.1114;-25.91834;752.99;1.84;-34.54;2.833044807;1300
8.21;2000;8;500;5;100.76;-0.15586;-26.7695;752.99;1.84;-34.16;3.219314093;1300
8.22;2000;8;530;5.5;100.755;-0.02218;-21.91996;752.99;1.84;-33.76;3.103743957;1300
8.25;2000;8;600;6;100.742;-0.27207;-33.71738;752.99;1.84;-33.72;2.709252293;1300
8.26;2000;8;630;6.5;100.719;-0.00757;-24.46948;752.99;1.84;-34.12;2.69240555;1300
8.29;2000;8;700;7;100.69333;0.02538;-17.90201;752.99;1.84;-34.19;2.539231693;1300
8.30;2000;8;730;7.5;100.68167;-0.03136;-31.13367;752.99;1.84;-34.21;2.6510253;1300
8.33;2000;8;800;8;100.67333;-0.26285;-36.3535;752.99;1.84;-34.74;3.146356293;1300
8.35;2000;8;830;8.5;100.67967;-0.26285;-36.55946;752.99;1.84;-35.31;3.416734043;1300
8.38;2000;8;900;9;100.68133;-0.04682;-29.5322;752.99;1.84;-34.78;3.155569707;1300
8.39;2000;8;930;9.5;100.671;-0.25637;-32.69966;752.99;1.84;-34.93;2.995084;1300
8.42;2000;8;1000;10;100.666;-0.10577;-27.39376;752.99;1.84;-35.27;3.1289471;1300
8.43;2000;8;1030;10.5;100.649;0.07971;-23.14259;752.99;1.84;-35.09;3.6656851;1300
8.46;2000;8;1100;11;100.62133;0.10868;-21.35142;752.99;1.84;-34.76;3.784495993;1300
8.47;2000;8;1130;11.5;100.60067;0.08222;-23.57422;752.99;1.84;-34.85;3.697450107;1300
8.50;2000;8;1200;12;100.59733;0.06904;-25.14415;752.99;1.84;-34.8;4.17100625;1300
8.51;2000;8;1230;12.5;100.57967;0.06987;-34.53579;752.99;1.84;-35.02;4.196905707;1300
8.54;2000;8;1300;13;100.58733;-0.03136;-30.92831;752.99;1.84;-35.45;3.101253107;1300
8.55;2000;8;1330;13.5;100.576;-0.00377;-31.90648;752.99;1.84;-35.78;3.547034907;1300
8.58;2000;8;1400;14;100.56;-0.01428;-31.74877;752.99;1.84;-35.88;3.640026693;1300
8.60;2000;8;1430;14.5;100.546;-0.03136;-30.59928;752.99;1.84;-35.65;3.458408857;1300
8.63;2000;8;1500;15;100.52333;-0.00177;-32.73388;752.99;1.84;-35.99;4.06285515;1300
8.64;2000;8;1530;15.5;100.513;-0.03136;-31.2579;752.99;1.84;-36.09;4.15405232;1300
8.67;2000;8;1600;16;100.48633;0.21081;-7.92891;752.99;1.84;-35.55;4.117787793;1300
8.68;2000;8;1630;16.5;100.47833;0.23648;-8.18812;752.99;1.84;-34.6;3.600226687;1300
8.71;2000;8;1700;17;100.46733;0.25236;-18.68438;752.99;1.84;-34.07;3.696512743;1300
8.72;2000;8;1730;17.5;100.43333;-0.0048;-31.94199;752.99;1.84;-33.78;3.790602593;1300
8.75;2000;8;1800;18;100.41267;0.42317;-36.30988;752.99;1.84;-34.32;3.730822193;1300
8.76;2000;8;1830;18.5;100.41433;0.42317;-33.25042;752.99;1.84;-34.85;3.607806263;1300
8.79;2000;8;1900;19;100.409;0.4773;-35.08492;752.99;1.84;-34.95;3.486209957;1300
8.80;2000;8;1930;19.5;100.37467;0.1836;-34.03741;752.99;1.84;-35.48;3.602315707;1300
8.83;2000;8;2000;20;100.359;0.1836;-34.17208;752.99;1.84;-35.77;2.5897986;1300
8.85;2000;8;2030;20.5;100.35;0.17171;-25.80825;752.99;1.84;-36.14;2.924242057;1300
8.88;2000;8;2100;21;100.334;0.36974;16.46562;752.99;1.84;-35.64;3.00577055;1300
8.89;2000;8;2130;21.5;100.32133;0.20925;18.10203;752.99;1.84;-34.43;3.8257423;1300
8.92;2000;8;2200;22;100.323;0.36705;14.58781;752.99;1.84;-33.63;3.336517907;1300
8.93;2000;8;2230;22.5;100.31933;0.42317;12.59912;752.99;1.84;-32.82;2.892450213;1300
8.96;2000;8;2300;23;100.306;0.19324;8.35056;752.99;1.84;-32.18;3.06860425;1300
8.97;2000;8;2330;23.5;100.29433;0.19324;8.64623;752.99;1.84;-31.58;2.500797557;1300
9.00;2000;9;0;0;100.284;0.17171;7.80578;752.99;1.84;-30.61;2.974648343;1300
9.01;2000;9;30;0.5;100.277;0.17171;7.27693;752.99;1.84;-30.22;3.176675;1300
9.04;2000;9;100;1;100.276;0.17171;5.89864;752.99;1.84;-30.2;2.333455343;1300
9.05;2000;9;130;1.5;100.27133;0.17171;6.56709;752.99;1.84;-29.32;2.615698137;1300
9.08;2000;9;200;2;100.24633;0.17171;5.05678;752.99;1.84;-28.64;3.147749;1300
9.10;2000;9;230;2.5;100.24633;0.17171;-3.25568;752.99;1.84;-28.04;2.815716043;1300
9.13;2000;9;300;3;100.24567;0.17171;-10.16225;752.99;1.84;-27.88;2.719697793;1300
9.14;2000;9;330;3.5;100.205;0.17171;0.74996;752.99;1.84;-27.81;2.979790743;1300
9.17;2000;9;400;4;100.19367;0.19324;8.56199;752.99;1.84;-27.45;3.035473213;1300
9.18;2000;9;430;4.5;100.18867;0.19324;8.44917;752.99;1.84;-27.25;2.902386857;1300
9.21;2000;9;500;5;100.171;0.17171;7.92659;752.99;1.84;-26.78;3.126188443;1300
9.22;2000;9;530;5.5;100.154;0.17171;7.69793;752.99;1.84;-26.4;3.542321093;1300
9.25;2000;9;600;6;100.15133;0.17171;7.77548;752.99;1.84;-26.09;3.058828307;1300
9.26;2000;9;630;6.5;100.14867;0.17171;6.84712;752.99;1.84;-25.78;3.024063593;1300
9.29;2000;9;700;7;100.12733;0.17171;5.30348;752.99;1.84;-25.41;3.252230757;1300
9.30;2000;9;730;7.5;100.11033;0.17171;5.22268;752.99;1.84;-25.08;2.995217863;1300
9.33;2000;9;800;8;100.112;0.17171;4.35506;752.99;1.84;-24.8;2.897646207;1300
9.35;2000;9;830;8.5;100.10267;0.17171;4.22358;752.99;1.84;-24.87;2.867354257;1300
9.38;2000;9;900;9;100.10033;0.17171;5.03701;752.99;1.84;-24.85;2.99452155;1300
9.39;2000;9;930;9.5;100.09367;0.17171;6.61098;752.99;1.84;-24.73;3.287691863;1300
9.42;2000;9;1000;10;100.08934;0.17171;6.05105;752.99;1.84;-24.69;3.407145557;1300
9.43;2000;9;1030;10.5;100.09033;0.17171;4.81589;752.99;1.84;-24.57;3.178710507;1300
9.46;2000;9;1100;11;100.10367;0.17171;4.95992;752.99;1.84;-24.42;3.168506057;1300
9.47;2000;9;1130;11.5;100.118;0.22421;3.48864;752.99;1.84;-24.2;3.259140857;1300
9.50;2000;9;1200;12;100.133;0.22421;4.20365;752.99;1.84;-24.09;3.528420543;1300
9.51;2000;9;1230;12.5;100.13267;0.22421;4.20706;752.99;1.84;-24.03;3.349079343;1300
9.54;2000;9;1300;13;100.142;0.19477;4.22267;752.99;1.84;-23.88;3.1029137;1300
9.55;2000;9;1330;13.5;100.131;0.17171;3.85744;752.99;1.84;-23.6;3.160096063;1300
9.58;2000;9;1400;14;100.12067;0.17171;4.38812;752.99;1.84;-23.31;2.89038795;1300
9.60;2000;9;1430;14.5;100.104;0.17171;4.37973;752.99;1.84;-23.16;2.6952178;1300
9.63;2000;9;1500;15;100.09433;0.17171;2.53958;752.99;1.84;-22.86;2.815394643;1300
9.64;2000;9;1530;15.5;100.09733;0.17171;2.3623;752.99;1.84;-22.62;2.276406843;1300
9.67;2000;9;1600;16;100.093;0.17171;-0.26497;752.99;1.84;-22.34;2.318188843;1300
9.68;2000;9;1630;16.5;100.085;0.17171;-3.37799;752.99;1.84;-22.17;2.60450265;1300
9.71;2000;9;1700;17;100.09;0.17171;-4.65415;752.99;1.84;-22.18;2.637392557;1300
9.72;2000;9;1730;17.5;100.09367;0.17171;0.28147;752.99;1.84;-22.11;2.5496236;1300
9.75;2000;9;1800;18;100.106;0.17171;0.18458;752.99;1.84;-22.01;2.314626607;1300
9.76;2000;9;1830;18.5;100.11867;0.17171;-0.2801;752.99;1.84;-21.93;2.095994257;1300
9.79;2000;9;1900;19;100.11833;0.17171;-0.94818;752.99;1.84;-21.96;2.10890385;1300
9.80;2000;9;1930;19.5;100.12733;0.17171;-1.4635;752.99;1.84;-21.86;2.292530357;1300
9.83;2000;9;2000;20;100.132;0.17171;-1.5216;752.99;1.84;-21.74;2.45424815;1300
9.85;2000;9;2030;20.5;100.116;0.17171;-0.26541;752.99;1.84;-21.67;3.050391557;1300
9.88;2000;9;2100;21;100.12733;0.17171;0.70706;752.99;1.84;-21.7;2.68903085;1300
9.89;2000;9;2130;21.5;100.13967;0.17171;-0.08613;752.99;1.84;-21.6;2.645132993;1300
9.92;2000;9;2200;22;100.153;0.17171;-0.62654;752.99;1.84;-21.51;2.5462489;1300
9.93;2000;9;2230;22.5;100.166;0.17171;-0.91821;752.99;1.84;-21.39;2.7371605;1300
9.96;2000;9;2300;23;100.179;0.17171;-1.49457;752.99;1.84;-21.25;2.2931464;1300
9.97;2000;9;2330;23.5;100.19533;0.17171;-1.87722;752.99;1.84;-21.08;2.193191;1300
10.00;2000;10;0;0;100.19933;0.17171;-2.58775;752.99;1.84;-20.96;2.233580293;1300
10.01;2000;10;30;0.5;100.208;0.17171;-3.60912;752.99;1.84;-20.84;2.2989316;1300
10.04;2000;10;100;1;100.22467;0.17171;-4.1716;752.99;1.84;-20.72;2.4352052;1300
10.05;2000;10;130;1.5;100.23267;0.17171;-3.38308;752.99;1.84;-20.68;2.238856557;1300
10.08;2000;10;200;2;100.24267;0.17171;-3.28019;752.99;1.84;-20.72;2.020465257;1300
10.10;2000;10;230;2.5;100.25067;0.17171;-4.62502;752.99;1.84;-20.7;2.11967075;1300
10.13;2000;10;300;3;100.26367;0.17171;-5.79279;752.99;1.84;-20.66;2.005948743;1300
10.14;2000;10;330;3.5;100.25966;0.17171;-6.1853;752.99;1.84;-20.63;1.83346405;1300
10.17;2000;10;400;4;100.26267;0.17171;-7.24193;752.99;1.84;-20.62;1.930982193;1300
10.18;2000;10;430;4.5;100.26667;0.17171;-5.86298;752.99;1.84;-20.59;1.871737407;1300
10.21;2000;10;500;5;100.25267;0.17171;-5.53577;752.99;1.84;-20.51;1.2718979;1300
10.22;2000;10;530;5.5;100.26066;0.17171;-5.05198;752.99;1.84;-20.48;1.414412043;1300
10.25;2000;10;600;6;100.26367;0.17171;-4.65956;752.99;1.84;-20.47;1.82751815;1300
10.26;2000;10;630;6.5;100.26233;0.17171;-4.18944;752.99;1.84;-20.52;2.002627637;1300
10.29;2000;10;700;7;100.27533;0.17171;-5.57214;752.99;1.84;-20.52;2.09195;1300
10.30;2000;10;730;7.5;100.29433;0.17171;-6.08724;752.99;1.84;-20.51;2.1105912;1300
10.33;2000;10;800;8;100.30867;0.17171;-6.35152;752.99;1.84;-20.52;1.547043057;1300
10.35;2000;10;830;8.5;100.328;0.17171;-7.36345;752.99;1.84;-20.53;1.347480493;1300
10.38;2000;10;900;9;100.34;0.17171;-8.51006;752.99;1.84;-20.54;1.18761075;1300
10.39;2000;10;930;9.5;100.36167;0.17171;-11.34814;752.99;1.84;-20.59;0.896475943;1300
10.42;2000;10;1000;10;100.379;0.17171;-11.20959;752.99;1.84;-20.81;0.72045585;1300
10.43;2000;10;1030;10.5;100.40567;0.17171;-18.84192;752.99;1.84;-20.92;1.1536227;1300
10.46;2000;10;1100;11;100.42467;0.17171;-10.37705;752.99;1.84;-21.28;1.191896057;1300
10.47;2000;10;1130;11.5;100.449;-0.01276;-9.17943;807.65;0.20;-21.36;0.70191143;1405.44926
10.50;2000;10;1200;12;100.46367;-0.01126;-12.04579;807.12;0.20;-21.43;0.78761146;1407.21867
10.51;2000;10;1230;12.5;100.46133;0.17171;-11.01272;752.99;1.84;-21.56;0.747748069;1300
10.54;2000;10;1300;13;100.47233;0.44306;-11.73505;805.60;0.21;-21.72;0.61880877;1408.26771
10.55;2000;10;1330;13.5;100.48467;-0.13958;-9.57614;804.71;0.21;-21.74;0.86393154;1406.62929
10.58;2000;10;1400;14;100.5;0.04228;-8.62215;805.69;0.22;-21.78;0.75349983;1407.34209
10.60;2000;10;1430;14.5;100.50133;-0.04583;-11.76891;806.15;0.22;-21.78;0.60216953;1407.07255
10.63;2000;10;1500;15;100.52367;0.17171;-17.54546;752.99;1.84;-21.79;0.407090858;1300
10.64;2000;10;1530;15.5;100.54233;0.17171;-6.36743;752.99;1.84;-21.91;0.47297785;1300
10.67;2000;10;1600;16;100.56633;0.17171;-6.71534;752.99;1.84;-22.03;0.29154755;1300
10.68;2000;10;1630;16.5;100.57;0.17171;-6.4882;752.99;1.84;-22;0.083387483;1300
10.71;2000;10;1700;17;100.57067;0.17171;-6.29402;752.99;1.84;-21.96;0.0832;1300
10.72;2000;10;1730;17.5;100.578;0.31492;-6.25904;796.74;0.22;-21.92;0.67934446;1406.10954
10.75;2000;10;1800;18;100.593;0.46046;-7.3466;795.61;0.23;-21.86;0.88512839;1405.46495
10.76;2000;10;1830;18.5;100.60433;0.49413;-6.9311;795.13;0.23;-21.73;0.58867248;1405.62734
10.79;2000;10;1900;19;100.619;0.17171;-6.76055;752.99;1.84;-21.64;0.832678019;1300
10.80;2000;10;1930;19.5;100.636;0.17171;-6.90166;752.99;1.84;-21.57;1.102171943;1300
10.83;2000;10;2000;20;100.64367;0.17171;-7.54496;752.99;1.84;-21.47;1.467764443;1300
10.85;2000;10;2030;20.5;100.64533;0.17171;-7.77594;752.99;1.84;-21.36;1.321822007;1300
10.88;2000;10;2100;21;100.659;0.17171;-8.14222;752.99;1.84;-21.4;1.108519593;1300
10.89;2000;10;2130;21.5;100.66867;0.17171;-8.2553;752.99;1.84;-21.49;0.821187969;1300
10.92;2000;10;2200;22;100.67767;0.17171;-7.6243;752.99;1.84;-21.54;1.010251543;1300
10.93;2000;10;2230;22.5;100.69433;0.17171;-7.6901;752.99;1.84;-21.6;0.642623481;1300
10.96;2000;10;2300;23;100.72133;0.17171;-7.17131;752.99;1.84;-21.67;0.582280631;1300
10.97;2000;10;2330;23.5;100.74933;0.17171;-8.67877;752.99;1.84;-21.7;0.232356381;1300
11.00;2000;11;0;0;100.76066;0.17171;-9.74913;752.99;1.84;-21.77;0.329044219;1300
11.01;2000;11;30;0.5;100.766;0.17171;-13.09328;752.99;1.84;-21.87;0.358746931;1300
11.04;2000;11;100;1;100.79067;0.17171;-15.45815;752.99;1.84;-22.02;0.400769981;1300
11.05;2000;11;130;1.5;100.8;0.17171;-15.01632;752.99;1.84;-22.15;0.409715611;1300
11.08;2000;11;200;2;100.808;0.17171;-15.53499;752.99;1.84;-22.31;0.56088075;1300
11.10;2000;11;230;2.5;100.80933;0.17171;-20.18405;752.99;1.84;-22.44;0.538971981;1300
11.13;2000;11;300;3;100.80633;0.17171;-22.57455;752.99;1.84;-22.64;1.1304819;1300
11.14;2000;11;330;3.5;100.80567;0.17171;-22.18252;752.99;1.84;-22.93;1.316304693;1300
11.17;2000;11;400;4;100.81367;0.17171;-19.65463;752.99;1.84;-23.21;1.057309807;1300
11.18;2000;11;430;4.5;100.81333;0.17171;-17.21812;752.99;1.84;-23.24;0.654381361;1300
11.21;2000;11;500;5;100.82067;0.17171;-15.18325;752.99;1.84;-23.38;0.627115931;1300
11.22;2000;11;530;5.5;100.83;0.17171;-17.71931;752.99;1.84;-23.36;0.994958207;1300
11.25;2000;11;600;6;100.84167;0.17171;-10.46756;752.99;1.84;-23.48;0.973451243;1300
11.26;2000;11;630;6.5;100.83967;0.17171;-10.97368;752.99;1.84;-23.24;0.327597919;1300
11.29;2000;11;700;7;100.841;0.17171;-11.30619;752.99;1.84;-23.19;0.25490795;1300
11.30;2000;11;730;7.5;100.85533;0.17171;-11.49706;752.99;1.84;-23.18;0.546846281;1300
11.33;2000;11;800;8;100.86567;0.17171;-10.49771;752.99;1.84;-23.14;0.6080462;1300
11.35;2000;11;830;8.5;100.87533;0.17171;-10.23733;752.99;1.84;-22.99;1.165300207;1300
11.38;2000;11;900;9;100.88467;0.17171;-10.43192;752.99;1.84;-22.98;1.031356757;1300
11.39;2000;11;930;9.5;100.908;0.17171;-11.14011;752.99;1.84;-22.66;0.775227769;1300
11.42;2000;11;1000;10;100.92567;0.17171;-11.0668;752.99;1.84;-22.48;0.647605181;1300
11.43;2000;11;1030;10.5;100.94067;0.17171;-13.8177;752.99;1.84;-22.44;0.687806961;1300
11.46;2000;11;1100;11;100.966;0.17171;-19.9367;752.99;1.84;-22.79;0.350952981;1300
11.47;2000;11;1130;11.5;100.98033;0.17171;-17.7294;752.99;1.84;-23.25;0.592645781;1300
11.50;2000;11;1200;12;100.98533;0.17171;-18.17256;752.99;1.84;-23.71;0.380280731;1300
11.51;2000;11;1230;12.5;100.99667;0.17171;-22.16638;752.99;1.84;-23.85;0.219848569;1300
11.54;2000;11;1300;13;101.014;0.19477;-16.0096;752.99;1.84;-23.91;0.41448305;1300
11.55;2000;11;1330;13.5;101.03033;0.19296;-16.68563;752.99;1.84;-24.27;0.57373675;1300
11.58;2000;11;1400;14;101.04833;0.17171;-19.89132;752.99;1.84;-25.02;1.563621993;1300
11.60;2000;11;1430;14.5;101.053;0.17171;-22.97669;752.99;1.84;-25.84;1.8137783;1300
11.63;2000;11;1500;15;101.07133;0.15381;-26.73516;752.99;1.84;-26.7;1.902993557;1300
11.64;2000;11;1530;15.5;101.077;-0.0047;-45.41217;752.99;1.84;-27.6;1.639070643;1300
11.67;2000;11;1600;16;101.08834;-0.03555;-44.7755;752.99;1.84;-28.2;1.04217725;1300
11.68;2000;11;1630;16.5;101.09933;-0.0316;-40.57246;752.99;1.84;-29.05;0.925294757;1300
11.71;2000;11;1700;17;101.10167;0.38769;-37.19144;752.99;1.84;-30.15;1.041159457;1300
11.72;2000;11;1730;17.5;101.10933;0.42317;-36.04929;752.99;1.84;-31.57;0.714081419;1300
11.75;2000;11;1800;18;101.11567;0.42317;-35.88829;752.99;1.84;-32.09;1.118108;1300
11.76;2000;11;1830;18.5;101.132;0.42317;-34.19207;752.99;1.84;-32.51;1.033445857;1300
11.79;2000;11;1900;19;101.14967;0.15381;-26.3629;752.99;1.84;-32.97;1.193931643;1300
11.80;2000;11;1930;19.5;101.17267;0.17171;-21.42774;752.99;1.84;-33.04;1.528401857;1300
11.83;2000;11;2000;20;101.209;0.17171;-1.47126;752.99;1.84;-32.95;1.2259377;1300
11.85;2000;11;2030;20.5;101.22133;0.25981;10.77278;752.99;1.84;-31.83;0.529999569;1300
11.88;2000;11;2100;21;101.24033;0.17171;7.63243;752.99;1.84;-30.63;0.663996581;1300
11.89;2000;11;2130;21.5;101.26833;0.17171;2.51242;752.99;1.84;-29.5;0.70036835;1300
11.92;2000;11;2200;22;101.28233;0.17171;-2.20511;752.99;1.84;-28.98;0.832169131;1300
11.93;2000;11;2230;22.5;101.295;0.17171;4.48779;752.99;1.84;-28.43;0.5246429;1300
