DOY_TIME;Year;DOY;Time;TIME_DEC;P;FCO2_final_op;Rnet;CO2;H2O;Air_T;Mean_U;RhoCp
31.21;2000;31;500;5;100.15433;-0.34247;-29.63276;752.99;1.84;-39.68;1.383530807;1300
31.22;2000;31;530;5.5;100.1;-0.25187;-23.35475;752.99;1.84;-39.71;2.000377757;1300
31.25;2000;31;600;6;100.06933;-0.31408;-8.41219;752.99;1.84;-39.71;1.391110543;1300
31.26;2000;31;630;6.5;100.02733;-0.32911;-15.41359;752.99;1.84;-39.71;1.8462397;1300
31.29;2000;31;700;7;100.00267;-0.25187;-22.77205;752.99;1.84;-39.71;0.90751065;1300
31.30;2000;31;730;7.5;99.97;-0.25187;-25.4187;752.99;1.84;-39.71;0.655211658;1300
31.33;2000;31;800;8;99.938334;-0.37231;-27.845;752.99;1.84;-39.71;0.86765705;1300
31.35;2000;31;830;8.5;99.933;-0.25187;-22.02816;752.99;1.84;-39.71;1.398020643;1300
31.38;2000;31;900;9;99.917666;-0.32911;-17.69844;752.99;1.84;-39.72;1.453756707;1300
31.39;2000;31;930;9.5;99.886667;-0.32911;-14.26288;752.99;1.84;-39.72;1.472022993;1300
31.42;2000;31;1000;10;99.858334;-0.32911;-19.71374;752.99;1.84;-39.72;1.856979843;1300
31.43;2000;31;1030;10.5;99.834667;-0.25187;-21.37725;752.99;1.84;-39.72;1.525536093;1300
31.46;2000;31;1100;11;99.823667;-0.32911;-15.78424;752.99;1.84;-39.72;0.79084245;1300
31.47;2000;31;1130;11.5;99.789999;-0.32911;-16.16998;752.99;1.84;-39.72;1.879397493;1300
31.50;2000;31;1200;12;99.749666;-0.32911;-18.87521;752.99;1.84;-39.72;2.08961985;1300
31.51;2000;31;1230;12.5;99.705;-0.25682;-26.35727;752.99;1.84;-39.71;2.030026987;1300
31.54;2000;31;1300;13;99.664666;-0.37231;-27.4944;752.99;1.84;-39.72;1.014751143;1300
31.55;2000;31;1330;13.5;99.643333;-0.37231;-27.5809;752.99;1.84;-39.71;2.01553715;1300
31.58;2000;31;1400;14;99.623;-0.23669;-31.30354;752.99;1.84;-39.71;1.450542707;1300
31.60;2000;31;1430;14.5;99.603666;-0.25187;-23.42557;752.99;1.84;-39.71;1.264853857;1300
31.63;2000;31;1500;15;99.589335;-0.25187;-25.74268;752.99;1.84;-39.71;0.849122989;1300
31.64;2000;31;1530;15.5;99.563;-0.32911;-14.95917;752.99;1.84;-39.72;0.879602427;1300
31.67;2000;31;1600;16;99.530667;-0.32911;-11.73635;752.99;1.84;-39.72;0.58868185;1300
31.68;2000;31;1630;16.5;99.503;-0.31408;-6.66617;752.99;1.84;-39.72;0.2185094;1300
31.71;2000;31;1700;17;99.475;-0.32911;-18.74047;752.99;1.84;-39.72;0.890583557;1300
31.72;2000;31;1730;17.5;99.461667;-0.32911;-19.38237;752.99;1.84;-39.72;0.760764761;1300
31.75;2000;31;1800;18;99.426334;-0.25187;-21.04607;752.99;1.84;-39.72;0.722678861;1300
31.76;2000;31;1830;18.5;99.406332;-0.25187;-21.03765;752.99;1.84;-39.72;1.0117246;1300
31.79;2000;31;1900;19;99.381334;-0.32911;-15.74575;752.99;1.84;-39.72;1.52475935;1300
31.80;2000;31;1930;19.5;99.353333;-0.32911;-13.09041;752.99;1.84;-39.72;1.7070735;1300
31.83;2000;31;2000;20;99.331666;-0.32911;-17.65836;752.99;1.84;-39.72;1.803922007;1300
31.85;2000;31;2030;20.5;99.310332;-0.31408;-8.67627;752.99;1.84;-39.72;1.565791443;1300
31.88;2000;31;2100;21;99.286333;-0.31408;-4.83984;752.99;1.84;-39.72;2.296655043;1300
31.89;2000;31;2130;21.5;99.274;-0.32911;-16.42343;752.99;1.84;-39.72;2.3501949;1300
31.92;2000;31;2200;22;99.251333;-0.32911;-18.26288;752.99;1.84;-39.72;2.286986207;1300
31.93;2000;31;2230;22.5;99.234667;-0.32911;-13.33007;752.99;1.84;-39.72;2.220965343;1300
31.96;2000;31;2300;23;99.212667;-0.32911;-16.13517;752.99;1.84;-39.72;2.300886757;1300
31.97;2000;31;2330;23.5;99.198;-0.25187;-20.25434;752.99;1.84;-39.72;2.229777007;1300
32.00;2000;32;0;0;99.199333;-0.32911;-18.46968;752.99;1.84;-39.72;2.466648807;1300
32.01;2000;32;30;0.5;99.194;-0.31408;-9.27062;752.99;1.84;-39.72;2.55886385;1300
32.04;2000;32;100;1;99.160666;-0.32911;-12.23649;752.99;1.84;-39.72;2.568961193;1300
32.05;2000;32;130;1.5;99.148667;-0.32911;-14.32111;752.99;1.84;-39.72;2.517590707;1300
32.08;2000;32;200;2;99.146667;-0.32911;-20.07802;752.99;1.84;-39.72;2.240249343;1300
32.10;2000;32;230;2.5;99.137333;-0.25187;-20.9288;752.99;1.84;-39.72;2.155399743;1300
32.13;2000;32;300;3;99.125;-0.32911;-16.15381;752.99;1.84;-39.72;1.98982515;1300
32.14;2000;32;330;3.5;99.111665;-0.32911;-17.81107;752.99;1.84;-39.72;1.81225165;1300
32.17;2000;32;400;4;99.110664;-0.32911;-18.49247;752.99;1.84;-39.72;1.729384043;1300
32.18;2000;32;430;4.5;99.100667;-0.32911;-15.99302;752.99;1.84;-39.72;2.010582207;1300
32.21;2000;32;500;5;99.090002;-0.32911;-14.19027;752.99;1.84;-39.72;2.257979857;1300
32.22;2000;32;530;5.5;99.097334;-0.32911;-12.94877;752.99;1.84;-39.72;1.999333207;1300
32.25;2000;32;600;6;99.098667;-0.32911;-11.06333;752.99;1.84;-39.71;1.421456007;1300
32.26;2000;32;630;6.5;99.090667;-0.32911;-10.70193;752.99;1.84;-39.71;1.846373643;1300
32.29;2000;32;700;7;99.082333;-0.31408;-5.23717;752.99;1.84;-39.7;1.724295157;1300
32.30;2000;32;730;7.5;99.086334;-0.32911;-16.01921;752.99;1.84;-39.61;1.52411655;1300
32.33;2000;32;800;8;99.079999;-0.25187;-26.12457;752.99;1.84;-39.51;1.953881943;1300
32.35;2000;32;830;8.5;99.086334;-0.23669;-31.59954;752.99;1.84;-39.67;2.082361593;1300
32.38;2000;32;900;9;99.096001;-0.31259;-31.794;752.99;1.84;-39.71;2.291351943;1300
32.39;2000;32;930;9.5;99.111332;-0.39963;-30.44546;752.99;1.84;-39.71;2.27008595;1300
32.42;2000;32;1000;10;99.123334;-0.36244;-29.54951;752.99;1.84;-39.71;2.0948426;1300
32.43;2000;32;1030;10.5;99.136668;-0.25682;-26.90467;752.99;1.84;-39.71;1.93052685;1300
32.46;2000;32;1100;11;99.151666;-0.3823;-28.5029;752.99;1.84;-39.71;1.923402457;1300
32.47;2000;32;1130;11.5;99.161998;-0.25187;-25.9846;752.99;1.84;-39.72;2.202806243;1300
32.50;2000;32;1200;12;99.170001;-0.32911;-19.88467;752.99;1.84;-39.72;2.3039133;1300
32.51;2000;32;1230;12.5;99.178333;-0.32911;-15.93886;752.99;1.84;-39.71;1.983986357;1300
32.54;2000;32;1300;13;99.180332;-0.32911;-14.3751;752.99;1.84;-39.71;2.121224157;1300
32.55;2000;32;1330;13.5;99.192668;-0.32911;-14.9842;752.99;1.84;-39.7;1.770014307;1300
32.58;2000;32;1400;14;99.200667;-0.32911;-19.2693;752.99;1.84;-39.63;1.785146943;1300
32.60;2000;32;1430;14.5;99.220334;-0.25187;-24.62577;752.99;1.84;-39.46;1.855372843;1300
32.63;2000;32;1500;15;99.211998;-0.37946;-28.01947;752.99;1.84;-39.43;2.3767104;1300
32.64;2000;32;1530;15.5;99.214666;-0.25187;-24.01193;752.99;1.84;-39.65;2.388146857;1300
32.67;2000;32;1600;16;99.220334;-0.25187;-25.67242;752.99;1.84;-39.7;2.398378143;1300
32.68;2000;32;1630;16.5;99.214666;-0.25187;-25.33765;752.99;1.84;-39.71;2.650248557;1300
32.71;2000;32;1700;17;99.232334;-0.3823;-28.73136;752.99;1.84;-39.71;2.4829331;1300
32.72;2000;32;1730;17.5;99.245334;-0.39189;-29.34688;752.99;1.84;-39.72;2.232455393;1300
32.75;2000;32;1800;18;99.256332;-0.39979;-28.83638;752.99;1.84;-39.72;2.4266881;1300
32.76;2000;32;1830;18.5;99.260999;-0.36992;-28.46117;752.99;1.84;-39.72;2.253158857;1300
32.79;2000;32;1900;19;99.282;-0.3823;-28.47865;752.99;1.84;-39.72;1.838472507;1300
32.80;2000;32;1930;19.5;99.280999;-0.37231;-27.51662;752.99;1.84;-39.72;1.94081165;1300
32.83;2000;32;2000;20;99.293;-0.25187;-24.85758;752.99;1.84;-39.72;2.195226587;1300
32.85;2000;32;2030;20.5;99.302333;-0.25187;-24.83068;752.99;1.84;-39.72;1.970273263;1300
32.88;2000;32;2100;21;99.309999;-0.25187;-21.25372;752.99;1.84;-39.72;2.05378375;1300
32.89;2000;32;2130;21.5;99.318667;-0.25187;-22.9318;752.99;1.84;-39.72;1.941481207;1300
32.92;2000;32;2200;22;99.321667;-0.25187;-24.20012;752.99;1.84;-39.72;1.638776;1300
32.93;2000;32;2230;22.5;99.329666;-0.25187;-23.09453;752.99;1.84;-39.72;2.04719505;1300
32.96;2000;32;2300;23;99.351999;-0.25187;-25.55912;752.99;1.84;-39.72;1.846614693;1300
32.97;2000;32;2330;23.5;99.377;-0.25187;-22.64602;752.99;1.84;-39.72;1.568175107;1300
33.00;2000;33;0;0;99.388002;-0.25187;-23.19427;752.99;1.84;-39.72;1.388700043;1300
33.01;2000;33;30;0.5;99.396001;-0.25187;-22.3145;752.99;1.84;-39.72;1.59594945;1300
33.04;2000;33;100;1;99.4;-0.25187;-21.72499;752.99;1.84;-39.72;1.533946007;1300
33.05;2000;33;130;1.5;99.406665;-0.25187;-21.528;752.99;1.84;-39.72;1.401047107;1300
33.08;2000;33;200;2;99.401666;-0.32911;-13.20528;752.99;1.84;-39.72;1.3602829;1300
33.10;2000;33;230;2.5;99.411665;-0.32911;-9.66913;752.99;1.84;-39.72;1.371505143;1300
33.13;2000;33;300;3;99.413666;-0.31408;-2.66759;752.99;1.84;-39.72;0.98978905;1300
33.14;2000;33;330;3.5;99.423667;-0.31607;4.83039;752.99;1.84;-39.72;0.7713174;1300
33.17;2000;33;400;4;99.417667;-0.25199;11.00955;752.99;1.84;-39.72;0.708215869;1300
33.18;2000;33;430;4.5;99.402666;-0.19137;11.73801;752.99;1.84;-39.72;1.123437857;1300
33.21;2000;33;500;5;99.410331;-0.19137;11.64247;752.99;1.84;-39.71;1.099600743;1300
33.22;2000;33;530;5.5;99.436334;-0.2053;11.03132;752.99;1.84;-39.68;0.791217411;1300
33.25;2000;33;600;6;99.449333;-0.28333;9.17805;752.99;1.84;-39.43;0.586860581;1300
33.26;2000;33;630;6.5;99.464666;-0.2843;2.55489;752.99;1.84;-39.01;0.885601881;1300
33.29;2000;33;700;7;99.468;-0.32402;5.19524;752.99;1.84;-38.55;0.733177939;1300
33.30;2000;33;730;7.5;99.462999;-0.2843;1.54352;752.99;1.84;-38.1;1.203305757;1300
33.33;2000;33;800;8;99.442;-0.31408;0.40075;752.99;1.84;-37.75;1.9519803;1300
33.35;2000;33;830;8.5;99.434667;-0.31408;0.60709;752.99;1.84;-37.41;1.827330693;1300
33.38;2000;33;900;9;99.445001;-0.31408;-4.38881;752.99;1.84;-37.12;1.531937257;1300
33.39;2000;33;930;9.5;99.466999;-0.31408;-7.8326;752.99;1.84;-36.97;1.326723357;1300
33.42;2000;33;1000;10;99.495668;-0.31408;-4.70436;752.99;1.84;-36.86;1.239409743;1300
33.43;2000;33;1030;10.5;99.507332;-0.31408;-7.37132;752.99;1.84;-36.67;0.95588135;1300
33.46;2000;33;1100;11;99.515332;-0.32911;-15.8364;752.99;1.84;-36.55;0.71049245;1300
33.47;2000;33;1130;11.5;99.542335;-0.25187;-23.57735;752.99;1.84;-36.76;1.506975243;1300
33.50;2000;33;1200;12;99.559331;-0.3281;-29.9234;752.99;1.84;-37.33;1.625491493;1300
33.51;2000;33;1230;12.5;99.560998;-0.36699;-30.15553;752.99;1.84;-37.94;1.700377693;1300
33.54;2000;33;1300;13;99.569001;-0.31259;-31.88607;752.99;1.84;-38.24;2.338758443;1300
33.55;2000;33;1330;13.5;99.580334;-0.37555;-36.8353;752.99;1.84;-39.47;3.028616707;1300
33.58;2000;33;1400;14;99.599333;-0.39215;-35.07823;752.99;1.84;-39.72;4.003101587;1300
33.60;2000;33;1430;14.5;99.617667;-0.3281;-29.95833;752.99;1.84;-39.72;4.467631693;1300
33.63;2000;33;1500;15;99.629999;-0.37231;-27.29697;752.99;1.84;-39.72;3.40157465;1300
33.64;2000;33;1530;15.5;99.628333;-0.37231;-27.1704;752.99;1.84;-39.72;3.293637763;1300
33.67;2000;33;1600;16;99.648333;-0.36934;-29.06557;752.99;1.84;-39.72;2.582942093;1300
33.68;2000;33;1630;16.5;99.670334;-0.30386;-27.02906;752.99;1.84;-39.72;3.5229835;1300
33.71;2000;33;1700;17;99.685;-0.25682;-26.96075;752.99;1.84;-39.72;2.977380243;1300
33.72;2000;33;1730;17.5;99.710999;-0.25187;-24.76548;752.99;1.84;-39.72;3.250489893;1300
33.75;2000;33;1800;18;99.726333;-0.25187;-24.45317;752.99;1.84;-39.72;3.424822557;1300
33.76;2000;33;1830;18.5;99.746001;-0.25187;-25.47775;752.99;1.84;-39.72;3.553328963;1300
33.79;2000;33;1900;19;99.778334;-0.25187;-25.00358;752.99;1.84;-39.72;3.733232693;1300
33.80;2000;33;1930;19.5;99.794335;-0.25187;-24.64139;752.99;1.84;-39.72;3.89267385;1300
33.83;2000;33;2000;20;99.804332;-0.25187;-24.94685;752.99;1.84;-39.72;3.2245636;1300
33.85;2000;33;2030;20.5;99.818666;-0.25187;-24.84609;752.99;1.84;-39.72;3.823037157;1300
33.88;2000;33;2100;21;99.862666;-0.25187;-24.62422;752.99;1.84;-39.72;3.30804733;1300
33.89;2000;33;2130;21.5;99.891001;-0.25187;-25.03932;752.99;1.84;-39.72;3.708940237;1300
33.92;2000;33;2200;22;99.902;-0.25187;-24.94854;752.99;1.84;-39.72;2.713805407;1300
33.93;2000;33;2230;22.5;99.928667;-0.25187;-24.8231;752.99;1.84;-39.72;2.19937795;1300
33.96;2000;33;2300;23;99.953334;-0.25187;-24.2907;752.99;1.84;-39.72;2.672987607;1300
33.97;2000;33;2330;23.5;99.978666;-0.25187;-24.81065;752.99;1.84;-39.73;2.7599799;1300
34.00;2000;34;0;0;99.988668;-0.25187;-25.18037;752.99;1.84;-39.73;1.713930007;1300
34.01;2000;34;30;0.5;100.00967;-0.25187;-25.15154;752.99;1.84;-39.73;1.039900693;1300
34.04;2000;34;100;1;100.03333;-0.25187;-23.71305;752.99;1.84;-39.73;1.733937157;1300
34.05;2000;34;130;1.5;100.04933;-0.25187;-22.44356;752.99;1.84;-39.73;1.440124043;1300
34.08;2000;34;200;2;100.08367;-0.25187;-22.99723;752.99;1.84;-39.73;1.728259143;1300
34.10;2000;34;230;2.5;100.061;-0.25187;-21.67653;752.99;1.84;-39.73;1.8740408;1300
34.13;2000;34;300;3;100.05766;-0.25187;-20.966;752.99;1.84;-39.73;2.129660907;1300
34.14;2000;34;330;3.5;100.06133;-0.25187;-20.42765;752.99;1.84;-39.73;1.963336407;1300
34.17;2000;34;400;4;100.04533;-0.32911;-19.61996;752.99;1.84;-39.73;1.620804357;1300
34.18;2000;34;430;4.5;100.02967;-0.25187;-21.17816;752.99;1.84;-39.73;1.861961543;1300
34.21;2000;34;500;5;100.01467;-0.32911;-17.30163;752.99;1.84;-39.73;1.800065207;1300
34.22;2000;34;530;5.5;99.992334;-0.25187;-20.28824;752.99;1.84;-39.72;1.5765851;1300
34.25;2000;34;600;6;99.971666;-0.32911;-19.35612;752.99;1.84;-39.72;1.387334093;1300
34.26;2000;34;630;6.5;99.953667;-0.32911;-19.93357;752.99;1.84;-39.72;1.71872425;1300
34.29;2000;34;700;7;99.902667;-0.25187;-20.42635;752.99;1.84;-39.72;2.400119007;1300
34.30;2000;34;730;7.5;99.840335;-0.32911;-11.81063;752.99;1.84;-39.72;2.383111643;1300
34.33;2000;34;800;8;99.819333;-0.31408;-3.25623;752.99;1.84;-39.72;2.096744243;1300
34.35;2000;34;830;8.5;99.812;-0.31408;-6.14832;752.99;1.84;-39.72;2.2677558;1300
34.38;2000;34;900;9;99.790001;-0.31408;-1.11066;752.99;1.84;-39.72;2.3805672;1300
34.39;2000;34;930;9.5;99.738667;-0.3138;6.66274;752.99;1.84;-39.72;3.612868393;1300
34.42;2000;34;1000;10;99.764333;-0.16512;29.18635;752.99;1.84;-39.71;3.167006163;1300
34.43;2000;34;1030;10.5;99.719332;-0.16512;27.53762;752.99;1.84;-39.34;3.718180407;1300
34.46;2000;34;1100;11;99.678999;-0.16512;27.193;752.99;1.84;-38.42;4.947374707;1300
34.47;2000;34;1130;11.5;99.645667;-0.16512;29.78967;752.99;1.84;-37.89;5.818877643;1300
34.50;2000;34;1200;12;99.614332;-0.16512;30.07388;752.99;1.84;-37.41;6.20916435;1300
34.51;2000;34;1230;12.5;99.606999;-0.16512;25.54337;752.99;1.84;-36.47;5.98611275;1300
34.54;2000;34;1300;13;99.588001;-0.16512;21.41155;752.99;1.84;-35.8;6.256303043;1300
34.55;2000;34;1330;13.5;99.579666;-0.16512;24.25144;752.99;1.84;-35.17;5.816788543;1300
34.58;2000;34;1400;14;99.560666;-1.60362;16.60173;752.99;1.84;-34.61;6.028082287;1300
34.60;2000;34;1430;14.5;99.557999;-1.60362;13.84367;752.99;1.84;-34.15;5.607691087;1300
34.63;2000;34;1500;15;99.546332;-0.37733;8.77689;752.99;1.84;-33.67;5.867060807;1300
34.64;2000;34;1530;15.5;99.498667;-1.60362;18.39607;752.99;1.84;-33.22;6.047955493;1300
34.67;2000;34;1600;16;99.503;-0.33668;8.07297;752.99;1.84;-32.76;4.60248575;1300
34.68;2000;34;1630;16.5;99.54;-0.31408;-3.98933;752.99;1.84;-32.64;2.891057507;1300
34.71;2000;34;1700;17;99.550333;-0.32911;-12.31313;752.99;1.84;-32.53;2.723608107;1300
34.72;2000;34;1730;17.5;99.543668;-0.25187;-20.57826;752.99;1.84;-32.51;2.311359093;1300
34.75;2000;34;1800;18;99.547334;-0.8071;-38.2921;752.99;1.84;-32.63;2.39205725;1300
34.76;2000;34;1830;18.5;99.564;-0.27431;-41.49012;752.99;1.84;-33.4;1.96989835;1300
34.79;2000;34;1900;19;99.585667;-0.8071;-37.95686;752.99;1.84;-34.2;2.886504313;1300
34.80;2000;34;1930;19.5;99.617667;-0.26285;-36.57359;752.99;1.84;-34.86;4.348311943;1300
34.83;2000;34;2000;20;99.661333;-0.39215;-35.20956;752.99;1.84;-35.67;5.455186787;1300
34.85;2000;34;2030;20.5;99.714666;-0.32911;-16.93416;752.99;1.84;-35.39;5.789389113;1300
34.88;2000;34;2100;21;99.749334;-0.37231;-27.79157;752.99;1.84;-35.36;6.070882;1300
34.89;2000;34;2130;21.5;99.806334;-0.34948;-34.20069;752.99;1.84;-35.4;5.520832737;1300
34.92;2000;34;2200;22;99.871666;-0.31259;-32.26949;752.99;1.84;-36.11;4.96912288;1300
34.93;2000;34;2230;22.5;99.906667;-0.8071;-38.40273;752.99;1.84;-36.81;5.092593913;1300
34.96;2000;34;2300;23;99.961334;-0.34436;-32.68838;752.99;1.84;-37.43;4.908110393;1300
34.97;2000;34;2330;23.5;100;-0.28844;-39.14279;752.99;1.84;-37.87;5.071702993;1300
35.00;2000;35;0;0;100.05833;-0.28844;-39.09202;752.99;1.84;-38.49;4.342258857;1300
35.01;2000;35;30;0.5;100.08833;-0.28844;-39.25488;752.99;1.84;-39.09;3.354194987;1300
35.04;2000;35;100;1;100.10767;-0.28844;-39.57146;752.99;1.84;-39.45;4.689076293;1300
35.05;2000;35;130;1.5;100.15;-0.79058;-37.31097;752.99;1.84;-39.59;4.099521507;1300
35.08;2000;35;200;2;100.19367;-0.79058;-37.32438;752.99;1.84;-39.7;3.917234193;1300
35.10;2000;35;230;2.5;100.21833;-0.79058;-37.68891;752.99;1.84;-39.71;3.7572841;1300
35.13;2000;35;300;3;100.24567;-0.69738;-32.66208;752.99;1.84;-39.71;4.050695463;1300
35.14;2000;35;330;3.5;100.28733;-0.89505;-36.37523;752.99;1.84;-39.71;4.360819787;1300
35.17;2000;35;400;4;100.3;-0.30326;-37.82267;752.99;1.84;-39.71;4.264747943;1300
35.18;2000;35;430;4.5;100.32833;-0.30326;-37.57083;752.99;1.84;-39.71;4.6867729;1300
35.21;2000;35;500;5;100.36567;-0.29476;-37.03135;752.99;1.84;-39.71;4.431286657;1300
35.22;2000;35;530;5.5;100.381;-0.29476;-37.07084;752.99;1.84;-39.71;4.863917893;1300
35.25;2000;35;600;6;100.41033;-0.89505;-36.41989;752.99;1.84;-39.71;4.520019893;1300
35.26;2000;35;630;6.5;100.45433;-0.25599;-36.63385;752.99;1.84;-39.72;3.320474663;1300
35.29;2000;35;700;7;100.476;-0.30326;-37.6234;752.99;1.84;-39.72;3.72160862;1300
35.30;2000;35;730;7.5;100.50567;-0.26893;-36.86178;752.99;1.84;-39.72;4.12842075;1300
35.33;2000;35;800;8;100.54567;-0.89505;-36.28655;752.99;1.84;-39.72;3.374282407;1300
35.35;2000;35;830;8.5;100.58033;-0.26893;-36.83603;752.99;1.84;-39.72;3.459774807;1300
35.38;2000;35;900;9;100.60667;-0.89505;-36.61914;752.99;1.84;-39.72;3.206833007;1300
35.39;2000;35;930;9.5;100.62633;-0.26893;-36.85078;752.99;1.84;-39.72;3.5425889;1300
35.42;2000;35;1000;10;100.65967;-0.29476;-37.24344;752.99;1.84;-39.72;3.443142437;1300
35.43;2000;35;1030;10.5;100.71133;-0.89505;-36.3674;752.99;1.84;-39.72;3.196708907;1300
35.46;2000;35;1100;11;100.74933;-0.94292;-35.22766;752.99;1.84;-39.72;1.646543193;1300
35.47;2000;35;1130;11.5;100.777;-0.94292;-35.39443;752.99;1.84;-39.72;2.334633757;1300
35.50;2000;35;1200;12;100.81733;-0.89505;-36.53193;752.99;1.84;-39.72;2.25256965;1300
35.51;2000;35;1230;12.5;100.85533;-0.2946;-37.21003;752.99;1.84;-39.72;2.3037526;1300
35.54;2000;35;1300;13;100.87933;-0.28842;-39.1032;752.99;1.84;-39.72;2.502002807;1300
35.55;2000;35;1330;13.5;100.89733;-0.28738;-45.1239;752.99;1.84;-39.72;2.5872274;1300
35.58;2000;35;1400;14;100.89933;-0.27148;-42.85317;752.99;1.84;-39.72;2.977192787;1300
35.60;2000;35;1430;14.5;100.91667;-0.2746;-40.91807;752.99;1.84;-39.72;2.63487495;1300
35.63;2000;35;1500;15;100.92567;-0.28803;-43.26867;752.99;1.84;-39.72;1.519402657;1300
35.64;2000;35;1530;15.5;100.934;-0.62786;-34.5231;752.99;1.84;-39.72;1.8126534;1300
35.67;2000;35;1600;16;100.959;-0.62786;-33.70667;752.99;1.84;-39.71;0.943614557;1300
35.68;2000;35;1630;16.5;100.98467;-0.89505;-33.9658;752.99;1.84;-39.72;1.31568865;1300
35.71;2000;35;1700;17;101.00567;-0.66736;-30.79796;752.99;1.84;-39.72;1.330205243;1300
35.72;2000;35;1730;17.5;101.004;-0.65904;-30.04454;752.99;1.84;-39.72;0.635338411;1300
35.75;2000;35;1800;18;101.026;-0.65904;-30.05586;752.99;1.84;-39.72;0.755836639;1300
35.76;2000;35;1830;18.5;101.03633;-0.42695;-29.05977;752.99;1.84;-39.72;0.345971289;1300
35.79;2000;35;1900;19;101.025;-0.44278;-26.86775;752.99;1.84;-39.72;0.965978693;1300
35.80;2000;35;1930;19.5;101.01867;-0.38073;-26.73491;752.99;1.84;-39.72;1.27744205;1300
35.83;2000;35;2000;20;100.989;-0.40203;-23.75723;752.99;1.84;-39.72;1.753221157;1300
35.85;2000;35;2030;20.5;100.99133;-0.40203;-23.38026;752.99;1.84;-39.72;1.606903807;1300
35.88;2000;35;2100;21;100.96367;-0.40203;-13.79064;752.99;1.84;-39.72;2.197985243;1300
35.89;2000;35;2130;21.5;100.99367;-0.40203;-19.72721;752.99;1.84;-39.72;1.605377157;1300
35.92;2000;35;2200;22;100.98233;-0.40203;-18.44585;752.99;1.84;-39.72;2.180843857;1300
35.93;2000;35;2230;22.5;100.95733;-0.40203;-12.49888;752.99;1.84;-39.72;2.261836657;1300
35.96;2000;35;2300;23;100.95567;-0.42537;13.85323;752.99;1.84;-39.72;2.511082357;1300
35.97;2000;35;2330;23.5;100.94933;-0.18574;23.83851;752.99;1.84;-39.71;3.163926107;1300
36.00;2000;36;0;0;100.91433;-0.18574;26.80719;752.99;1.84;-39.32;4.077103857;1300
36.01;2000;36;30;0.5;100.87167;-0.18574;28.54366;752.99;1.84;-38.36;5.2587042;1300
36.04;2000;36;100;1;100.82967;-0.18574;29.76544;752.99;1.84;-36.93;5.64526813;1300
36.05;2000;36;130;1.5;100.80967;-0.18574;26.25364;752.99;1.84;-35.85;5.686809;1300
36.08;2000;36;200;2;100.79467;-0.42193;8.65753;752.99;1.84;-35.06;5.953062063;1300
36.10;2000;36;230;2.5;100.762;-0.37647;18.0105;752.99;1.84;-34.22;6.0916123;1300
36.13;2000;36;300;3;100.71067;-0.38392;16.95511;752.99;1.84;-33.08;6.190335613;1300
36.14;2000;36;330;3.5;100.67533;-0.42193;-19.71613;752.99;1.84;-32.72;5.80757505;1300
36.17;2000;36;400;4;100.63367;-0.42193;-16.03799;752.99;1.84;-32.78;5.87747963;1300
36.18;2000;36;430;4.5;100.60667;-0.42193;-14.80977;752.99;1.84;-32.59;5.945509243;1300
36.21;2000;36;500;5;100.562;-0.42169;-19.79229;752.99;1.84;-32.39;5.996451143;1300
36.22;2000;36;530;5.5;100.50067;-0.42169;-12.15061;752.99;1.84;-32.44;6.811441193;1300
36.25;2000;36;600;6;100.46567;-0.43568;7.37579;752.99;1.84;-31.81;6.6100305;1300
36.26;2000;36;630;6.5;100.40833;-0.39385;11.59887;752.99;1.84;-31.55;7.325413307;1300
36.29;2000;36;700;7;100.34467;-0.43568;5.2849;752.99;1.84;-31.06;7.123199113;1300
36.30;2000;36;730;7.5;100.30067;-0.43568;-0.62755;752.99;1.84;-30.74;7.254169693;1300
36.33;2000;36;800;8;100.255;-0.44879;-6.23431;752.99;1.84;-30.34;7.63690342;1300
36.35;2000;36;830;8.5;100.21867;-0.44548;-16.21851;752.99;1.84;-29.92;7.27211442;1300
36.38;2000;36;900;9;100.185;-0.42807;-20.50624;752.99;1.84;-29.85;6.574140887;1300
36.39;2000;36;930;9.5;100.12567;-0.46608;-17.10983;752.99;1.84;-29.82;7.215066;1300
36.42;2000;36;1000;10;100.13033;-0.52855;-16.97275;752.99;1.84;-29.55;6.3657665;1300
36.43;2000;36;1030;10.5;100.106;-0.59338;-25.54627;752.99;1.84;-29.54;6.36415958;1300
36.46;2000;36;1100;11;100.09467;-0.57231;-28.75333;752.99;1.84;-29.73;5.475676037;1300
36.47;2000;36;1130;11.5;100.06233;-0.23226;-34.24288;752.99;1.84;-30;5.2141903;1300
36.50;2000;36;1200;12;100.041;-0.23226;-34.11526;752.99;1.84;-30.33;5.313047557;1300
36.51;2000;36;1230;12.5;100.02433;-0.92488;-29.74511;752.99;1.84;-30.49;5.385067993;1300
36.54;2000;36;1300;13;99.996001;-0.62215;-22.8729;752.99;1.84;-30.37;5.272015543;1300
36.55;2000;36;1330;13.5;99.986333;-0.57434;-20.70573;752.99;1.84;-30.06;5.0865945;1300
36.58;2000;36;1400;14;99.921333;-0.92488;-20.6503;752.99;1.84;-29.9;6.578961807;1300
36.60;2000;36;1430;14.5;99.896666;-0.92488;-18.54047;752.99;1.84;-29.74;6.759695793;1300
36.63;2000;36;1500;15;99.883666;-0.72681;-14.8444;752.99;1.84;-29.35;5.890603437;1300
